*  FLIGHT REPORT EXTRACT  -  CRUISE SNAPSHOTS, ONE CARD PER REPORT
*  ESN      DATE   FLTNO   EGT EGTM   N1   N2    FF OILP OILT VIB CYCSN
00072129 951119 CPA936  793   63  923  949  2245  30  94   9   10465
00072129 951122 CPA815  793   63  932  983  2580  29 117  17   10516
00072129 951125 CPA669  789   63  932  946  3014  36 113  12   10576
00072129 951204 CPA905  792   63  932  958  2883  33 104   9   10626
00072129 951210 CPA924  788   63  926  981  2401  36 103  14   10682
00072129 951217 CPA146  789   63  931  976  2573  38  88  12   10732
00072129 951222 CPA166  794   63  891  976  2837  35 110  13   10797
00072129 951225 CPA999  790   62  893  964  2702  30  97  12   10858
00072129 960101 CPA636  795   62  891  985  2835  46  88  28   10918
00072129 960105 CPA393  791   63  940  951  2778  30  80  20   10975
00072129 960108 CPA400  792   62  904  942  2775  45  80  29   11031
00072136 951110 UAE449  802   55  919  977  2455  37 102  29   20779
00072136 951116 UAE110  804   54  939  955  2657  43 107  13   20829
00072136 951119 UAE652  803   54  926  945  3021  38 110  24   20876
00072136 951123 UAE027  802   54  945  945  2255  40 102  28   20925
00072136 951127 UAE068  797   55  904  948  2703  33  88  29   20972
00072136 951205 UAE214  801   54  900  960  2828  32 107  12   21028
00072136 951213 UAE959  805   54  910  960  2581  25  90  13   21091
00072136 951221 UAE879  803   54  901  990  3003  32  85  32   21144
00072143 951108 AFR592  798   54  912  974  2844  36 101  16   19220
00072143 951113 AFR318  798   54  936  954  2380  43  81  17   19269
00072143 951119 AFR428  802   54  880  987  2234  31  87  17   19334
00072143 951126 AFR364  798   53  896  971  2432  43  80   8   19395
00072143 951203 AFR639  803   53  948  954  2623  42  97  26   19449
00072143 951212 AFR682  798   53  911  985  2352  38  84  10   19509
00072150 951110 AFR960  807   44  962  992  2775  35 116  28    2581
00072150 951114 AFR164  811   43  901  940  2245  25 112   8    2642
00072150 951121 AFR623  809   43  881  979  2764  45  90  12    2688
00072150 951201 AFR802  814   43  958  951  2720  33  82  17    2753
00072150 951205 AFR232  808   43  928  994  2647  38  83  31    2813
00072150 951213 AFR568  809   42  895  961  2967  46  94  30    2861
00072150 951218 AFR927  817   42  913  958  2857  30  83  24    2927
00072150 951224 AFR930  811   43  900  987  2534  30 102  18    2979
00072150 960104 AFR240  816   43  940  970  3059  40  78   8    3044
00072150 960107 AFR115  811   43  930  979  2799  26 114  13    3107
00072150 960115 AFR650  811   42  924  949  2917  24  79   9    3155
00072150 960118 AFR901  809   42  888  994  2804  35  90  25    3201
00072157 951111 CPA648  781   73  906  947  2234  25 118  10    6103
00072157 951117 CPA268  779   74  892  990  2975  44  91  17    6157
00072157 951124 CPA488  782   73  886  985  2978  35  98  32    6202
00072157 951127 CPA551  777   74  932  941  2646  40  84  19    6256
00072157 951204 CPA781  779   73  953  992  2494  29 105   8    6319
00072157 951213 CPA528  777   74  924  971  2297  39  89  23    6388
00072157 951221 CPA786  780   73  916  992  2419  46  92  23    6441
00072157 960101 CPA089  787   72  893  980  2534  35  84  20    6488
00072157 960107 CPA906  778   73  927  953  2510  32 105  25    6546
00072157 960114 CPA335  786   72  896  974  2808  46 116  28    6611
00072157 960119 CPA594  787   71  950  987  2531  29 107  22    6672
00072157 960127 CPA847  787   71  962  984  2443  40  90  16    6724
00072164 951108 SIA999  790   66  957  973  2556  29  93  18   15307
00072164 951114 SIA281  787   66  893  952  2593  28  87  17   15375
00072164 951123 SIA448  788   64  915  953  2597  38  80   8   15426
00072164 951203 SIA249  791   64  939  941  2345  32 116  31   15493
00072164 951211 SIA128  792   65  909  982  2939  44 115  15   15551
00072164 951219 SIA161  790   65  960  984  2300  37  93  20   15610
00072164 951228 SIA188  793   65  938  941  2836  37 111  29   15663
00072164 960104 SIA734  787   64  929  993  2701  27  80  16   15728
00072164 960110 SIA525  789   65  946  962  2303  42 107  25   15798
00072164 960117 SIA782  791   65  946  961  2620  38  91  29   15843
00072164 960120 SIA429  791   65  961  943  2458  32 102  20   15891
00072164 960127 SIA995  791   65  954  956  2311  31  97  31   15949
00072171 951111 SIA232  776   77  888  991  3017  44  90  23    3758
00072171 951116 SIA803  780   77  939  958  2978  41  86  32    3807
00072171 951125 SIA288  781   76  912  967  2895  29 108   8    3859
00072171 951202 SIA157  779   76  921  970  2696  37 117  28    3915
00072178 951107 DLH975  802   51  947  993  2553  44 115   8   18450
00072178 951112 DLH804  805   50  957  946  2792  28  92  13   18497
00072178 951119 DLH807  807   50  948  950  2824  46 116  10   18546
00072178 951127 DLH904  804   50  943  984  2418  40  83  31   18611
00072178 951205 DLH479  805   50  933  954  3046  28 108  23   18659
00072178 951211 DLH713  804   50  943  950  2752  43  78  13   18708
00072185 951110 DLH047  800   57  889  951  2852  35 118  28   13892
00072185 951116 DLH641  799   57  892  972  2695  39  87   9   13958
00072185 951121 DLH446  800   56  923  970  2997  40 113  32   14007
00072185 951128 DLH279  803   56  886  992  2496  33 100  23   14062
00072185 951204 DLH601  798   56  943  990  2320  34  90  18   14123
00072185 951209 DLH112  795   56  931  986  2767  36 112  26   14188
00072185 951216 DLH151  803   55  957  989  2873  25 110  25   14233
00072185 951219 DLH680  796   56  907  942  2883  44 107  28   14298
00072192 951112 BAW310  822   29  927  995  3042  28  97  25    4382
00072192 951119 BAW041  828   28  882  967  2779  44 115   9    4432
00072192 951126 BAW607  829   28  953  984  2614  38  82   8    4480
00072192 951206 BAW016  830   28  932  975  2304  26 108  14    4546
00072199 951110 UAE249  827   25  907  995  2324  28 108   8   12209
00072199 951115 UAE644  827   26  886  963  2992  46  87  31   12268
00072199 951123 UAE704  832   26  912  943  2934  25  78   9   12330
00072199 951128 UAE972  830   25  919  986  2814  29 109  27   12394
00072199 951209 UAE428  832   26  901  949  3016  27 101  28   12457
00072199 951216 UAE998  832   26  914  990  2972  42  99  17   12517
00072199 951220 UAE386  830   26  957  986  2215  28 116  17   12582
00072199 951224 UAE601  828   26  937  958  2905  24  98  16   12639
00072206 951110 CPA567  779   74  953  949  2480  41 109  19    9261
00072206 951115 CPA601  780   74  909  959  2821  25 103  22    9321
00072206 951121 CPA594  784   73  938  974  2289  41 100  32    9390
00072206 951124 CPA186  785   74  921  970  2718  42  90  14    9451
00072206 951202 CPA384  783   73  953  976  2567  36 111  12    9521
00072206 951209 CPA022  785   73  890  949  2523  43  79  19    9569
00072206 951215 CPA786  786   72  955  976  2418  32  95  21    9617
00072206 951218 CPA053  780   73  912  993  2238  34  90  13    9680
00072206 951226 CPA983  786   72  942  994  2265  43 118  20    9726
00072206 960102 CPA380  782   72  962  945  2885  40 103  13    9773
00072206 960111 CPA942  781   73  902  942  2462  35  81  25    9825
00072206 960114 CPA962  788   71  962  988  2695  25  84  12    9871
00072213 951109 AFR173  783   69  940  960  2580  32 102  11    9599
00072213 951113 AFR080  785   68  881  969  2934  30  80  13    9658
00072213 951118 AFR331  784   69  937  946  2594  24 118  10    9722
00072213 951122 AFR450  788   68  898  961  2426  25  89  30    9774
00072220 951106 QFA326  816   35  914  976  3059  33  99  13   13727
00072220 951111 QFA123  816   36  899  972  2258  44  91  25   13786
00072220 951115 QFA059  821   35  935  956  2444  31  84  20   13839
00072220 951118 QFA809  817   36  961  941  2652  40  99  24   13907
00072220 951127 QFA185  822   34  935  942  2618  30  95  26   13968
00072220 951204 QFA180  818   35  905  978  2281  26 116  31   14029
00072220 951210 QFA862  820   34  954  959  2407  24  82  30   14080
00072220 951219 QFA489  824   35  924  961  2488  44 109  10   14148
00072220 951226 QFA610  820   35  911  951  2776  35  80  13   14197
00072220 960107 QFA391  824   34  946  944  2323  35  93  18   14242
00072220 960116 QFA551  816   35  917  995  2310  39 106  24   14305
00072220 960125 QFA979  818   34  908  979  2386  29  84  17   14354
00072234 951111 QFA184  784   74  946  955  2919  38  84  19   11761
00072234 951115 QFA555  785   73  943  977  2712  32  85  11   11807
00072234 951118 QFA961  782   72  898  982  2786  38 103  13   11870
00072234 951121 QFA796  784   73  956  993  2817  40  80  20   11935
00072234 951124 QFA333  781   73  922  985  2646  42  98  20   11991
00072234 951203 QFA192  784   72  911  995  2632  45 118   8   12052
00072234 951212 QFA960  782   72  944  982  2221  31  86  21   12099
00072234 951220 QFA556  778   73  884  995  2856  43  95  29   12158
00072234 951225 QFA116  779   73  912  947  2732  24 105  15   12228
00072234 960104 QFA955  781   72  895  943  2808  40  95  10   12282
00072241 951112 EIN466  802   55  953  958  2480  31  83  31    6878
00072241 951117 EIN628  800   54  929  952  2761  46 101  22    6942
00072241 951124 EIN406  801   54  883  955  2541  31  90  24    7002
00072241 951128 EIN303  798   55  910  960  2770  34 109  16    7047
00072255 951110 SIA231  821   30  946  964  3054  38 100  31    1517
00072255 951117 SIA871  823   30  933  961  2884  35  86  29    1583
00072255 951125 SIA131  829   30  892  987  3076  39  95  28    1636
00072255 951204 SIA154  821   30  932  989  2763  42  85  23    1694
00072255 951212 SIA362  825   30  959  978  2313  36 106  30    1752
00072255 951221 SIA512  830   29  951  978  2593  44  98   8    1806
00072255 951225 SIA091  824   29  948  959  3022  28 105  26    1863
00072255 960103 SIA308  825   29  921  953  2636  24  79   9    1918
00072262 951110 UAE693  783   76  946  986  2901  37 102  22   17246
00072262 951118 UAE575  776   75  888  973  2434  27 104  19   17302
00072262 951125 UAE765  780   74  933  971  2611  38 117  26   17365
00072262 951202 UAE707  782   74  926  944  3045  33 110  13   17412
00072262 951206 UAE423  784   75  933  980  2360  40  96  24   17467
00072262 951215 UAE003  778   74  925  976  2846  44  80  30   17517
00072262 951219 UAE180  784   75  880  959  2607  27 115   8   17571
00072262 951222 UAE149  780   75  962  974  2726  28 114  14   17631
00072269 951106 DLH666  794   58  901  973  2702  38 117  21   17466
00072269 951114 DLH102  797   59  898  985  2443  35  95  13   17511
00072269 951121 DLH783  796   58  937  979  2594  24  81  15   17574
00072269 951202 DLH836  796   58  911  954  2245  29 115  13   17620
00072276 951109 SIA897  812   46  888  955  2893  36 115  15   16328
00072276 951114 SIA406  809   45  891  951  2374  35 102  13   16395
00072276 951117 SIA433  811   45  948  995  2594  34 103  28   16457
00072276 951125 SIA026  812   45  904  969  2490  35  93  21   16513
00072276 951203 SIA857  809   45  896  945  2401  32 112  12   16568
00072276 951207 SIA305  808   45  927  962  2421  36 102  28   16638
00072276 951214 SIA377  810   44  937  983  2334  46  94  27   16698
00072276 951219 SIA754  815   44  907  948  3093  27 110  10   16760
00072283 951112 QFA238  779   74  919  940  2599  46  83  30    9680
00072283 951117 QFA091  779   73  888  975  2570  40  97  14    9735
00072283 951121 QFA960  784   73  916  962  2613  38 118  28    9787
00072283 951126 QFA928  783   73  924  966  2225  45 107  48    9840
00072283 951202 QFA442  782   73  894  957  2823  31  80  20    9905
00072283 951206 QFA579  779   74  928  987  2240  41  97  28    9956
00072283 951209 QFA855  785   74  912  967  2886  45 114  19   10008
00072283 951212 QFA811  781   74  885  994  2799  43  81  15   10077
00072283 951215 QFA358  783   73  891  966  2911  36 117  15   10132
00072283 951223 QFA716  783   73  944  987  2904  44 118  22   10190
00072283 960102 QFA268  786   73  896  971  2980  30  80  30   10241
00072283 960105 QFA207  781   73  949  956  2455  25  88  19   10291
00072290 951111 QFA360  813   45  910  985  2447  24 110  30    9798
00072290 951120 QFA964  808   45  955  976  2446  34 118  11    9865
00072290 951123 QFA370  808   45  956  969  3059  36  91  11    9915
00072290 951127 QFA333  807   44  915  959  2401  27  97  22    9975
00072290 951208 QFA498  811   45  917  950  2770  26  80   8   10034
00072290 951217 QFA557  811   45  952  956  2311  44 109  21   10081
00072290 951221 QFA766  808   44  962  958  2842  43  94  28   10136
00072290 960101 QFA173  813   44  898  958  2576  29 118  24   10181
00072290 960105 QFA565  810   45  958  960  2588  29 100  18   10229
00072290 960113 QFA413  810   45  910  943  2242  27 114  28   10285
00072304 951109 CPA092  780   72  898  984  2432  29  86  22    5499
00072304 951118 CPA854  785   73  904  953  2940  35  78   9    5545
00072304 951123 CPA065  781   72  916  944  2877  25 110  30    5615
00072304 951202 CPA201  782   71  901  964  2502  24 106  26    5674
00072304 951209 CPA635  785   71  946  969  2638  41 118  12    5734
00072304 951214 CPA493  779   72  922  978  2874  33 114  26    5781
00072304 951220 CPA708  783   72  923  973  2848  24  90  15    5847
00072304 951226 CPA268  785   71  951  977  2626  35 111  15    5894
00072318 951110 EIN470  793   62  892  952  2743  45  94  30   15464
00072318 951116 EIN138  791   61  945  977  2780  26 104  29   15516
00072318 951120 EIN992  791   61  960  986  2727  27 107  29   15577
00072318 951125 EIN043  791   61  897  963  2994  43  81  20   15628
00072332 951107 EIN376  798   54  959  995  2406  42  85  31   11763
00072332 951112 EIN740  796   55  912  947  2445  35 110  31   11831
00072332 951120 EIN249  802   54  892  962  2762  34 116  11   11891
00072332 951123 EIN820  803   55  882  993  2795  38  85   8   11944
00072339 951108 AFR972  819   38  898  977  3096  32 112  30   20852
00072339 951115 AFR838  820   36  899  971  2713  39  80   9   20911
00072339 951122 AFR530  820   37  940  950  2909  38 103  15   20976
00072339 951203 AFR370  822   37  907  959  2334  42 117   9   21023
00072339 951207 AFR022  821   37  929  962  2521  24  99  26   21091
00072339 951210 AFR513  814   37  960  949  2944  45  87  16   21143
00072346 951110 SIA650  805   48  884  975  2989  27  90  32    2346
00072346 951115 SIA758  807   48  910  995  3015  28  82  17    2394
00072346 951120 SIA688  806   48  924  995  2763  46 103  18    2450
00072346 951123 SIA911  810   48  944  963  2449  31 100  12    2505
00072346 951128 SIA738  811   47  930  976  2990  33  88  26    2571
00072346 951207 SIA362  812   47  923  944  2394  42  83  26    2625
00072353 951107 QFA642  804   48  942  960  2379  32  94  25   10328
00072353 951114 QFA664  804   47  907  943  2609  38  90  27   10381
00072353 951118 QFA006  804   47  896  978  2249  26  82  26   10429
00072353 951121 QFA665  804   47  961  960  2228  30  98  18   10480
00072353 951126 QFA795  809   47  902  943  3084  37  80  10   10540
00072353 951203 QFA058  809   48  912  969  3094  24  79  18   10600
00072353 951212 QFA093  809   47  900  945  2219  28  91  12   10658
00072353 951219 QFA589  810   47  924  974  2896  42 113  12   10714
00072360 951108 EIN371  817   41  884  989  2862  33 113  30    8973
00072360 951117 EIN372  815   40  896  956  2209  41 108  11    9034
00072360 951124 EIN514  814   40  931  988  2292  24 117  12    9083
00072360 951205 EIN166  813   40  913  978  2574  28  89  31    9134
00072360 951211 EIN472  815   39  936  995  2710  30 118  19    9195
00072360 951219 EIN885  812   39  893  982  2950  24  82  28    9246
00072367 951109 QFA248  828   29  960  995  2429  24  94   8    8449
00072367 951118 QFA161  827   29  934  981  2485  33 109  14    8501
00072367 951127 QFA913  826   29  897  992  2507  33  83  18    8561
00072367 951208 QFA450  830   28  907  977  2253  30 101   9    8613
00072367 951213 QFA155  824   29  918  983  2225  27  87   8    8663
00072367 951221 QFA734  823   29  901  969  2899  36  83  21    8724
00072374 951110 DLH441  807   47  960  984  2215  25  86  24    6155
00072374 951117 DLH439  805   46  886  960  2266  27  85  23    6222
00072374 951126 DLH509  813   46  898  980  2955  41 110  11    6267
00072374 951201 DLH990  808   46  908  986  2274  32  89   8    6314
00072374 951204 DLH669  805   46  932  990  2769  35  95   8    6360
00072374 951211 DLH430  813   46  922  984  2620  46  95  20    6419
00072374 951218 DLH949  811   46  929  966  3023  28 118   8    6476
00072374 951227 DLH035  811   46  910  992  2403  45  85  10    6529
00072381 951111 SIA874  829   29  950  982  2523  38 114   8    9527
00072381 951117 SIA539  830   29  928  955  3044  44 102  19    9587
00072381 951122 SIA931  827   29  889  980  3016  41  92  27    9640
00072381 951203 SIA542  827   29  946  977  2688  42  92  12    9700
00072381 951209 SIA182  830   29  901  992  2574  31  89  12    9756
00072381 951214 SIA385  822   29  921  964  2570  37  85  21    9821
00072381 951220 SIA712  831   28  946  959  2663  45  83  16    9869
00072381 951226 SIA534  830   28  902  988  2729  28  78  29    9917
00072381 960101 SIA585  828   28  946  961  3020  36  94   8    9983
00072381 960110 SIA449  826   27  919  985  2757  32  98  16   10036
00072395 951111 AFR772  823   32  959  989  2580  25 106  20    5312
00072395 951118 AFR133  825   32  962  978  3030  32 100  15    5366
00072395 951124 AFR403  826   30  888  982  2408  34  82  10    5430
00072395 951202 AFR485  820   31  893  977  2777  38 107  30    5491
00072395 951206 AFR412  827   31  930  971  2338  40  78  29    5541
00072395 951215 AFR079  825   30  950  961  2987  36 107  11    5603
00072395 951223 AFR205  821   31  943  945  3068  30 114  22    5666
00072395 960104 AFR642  821   30  950  984  2965  37 115  37    5733
00072395 960109 AFR393  824   30  946  940  2390  41  95  24    5782
00072395 960118 AFR390  824   31  951  965  2723  37  81  17    5835
00072395 960123 AFR955  829   30  912  959  2406  28  81  14    5905
00072395 960126 AFR747  822   31  926  991  2549  30 107  30    5964
00072402 951112 DLH997  829   27  884  957  2424  38  96  14   11614
00072402 951120 DLH128  831   26  936  953  3099  30  81  13   11677
00072402 951126 DLH227  827   25  956  971  2384  24 113  31   11723
00072402 951202 DLH529  829   26  907  974  3058  29  87  32   11789
00072402 951210 DLH435  829   25  891  943  2624  31  94  30   11837
00072402 951217 DLH817  827   26  885  950  3056  38  96  32   11886
00072409 951109 SIA998  784   71  921  975  3061  30  87  29   18081
00072409 951115 SIA153  782   71  962  958  2428  44 112  30   18127
00072409 951123 SIA962  786   70  931  947  2239  35  85  29   18195
00072409 951204 SIA311  784   71  942  962  2218  39  83  14   18256
00072409 951207 SIA595  781   71  905  948  2681  32  92  26   18320
00072409 951212 SIA461  781   70  924  952  2355  45  97   9   18384
00072416 951112 CPA166  815   40  888  986  2772  38  84  31    4253
00072416 951116 CPA426  810   41  884  942  2725  42  84  21    4317
00072416 951119 CPA340  811   41  927  986  2879  29 101  13    4380
00072416 951125 CPA277  817   41  918  949  2467  27  84  15    4425
00072416 951202 CPA973  815   41  939  955  2367  42 112   9    4487
00072416 951205 CPA109  819   40  906  948  2445  41 110  15    4538
00072416 951211 CPA640  814   40  909  945  2968  29  87  49    4584
00072416 951220 CPA526  812   40  890  982  2792  30  92  15    4645
00072423 951112 AFR778  779   77  892  942  2420  43  89  17   17183
00072423 951116 AFR752  775   78  881  960  2621  37  80  10   17242
00072423 951124 AFR069  775   78  924  989  2343  30  90  15   17303
00072423 951127 AFR204  780   78  884  971  2738  34  82  32   17348
00072423 951205 AFR689  779   77  932  945  2866  46 100  26   17413
00072423 951214 AFR822  775   78  913  993  2910  33  81  31   17482
00072423 951221 AFR671  779   78  929  992  2855  40  97  31   17548
00072423 951227 AFR589  778   77  909  955  2402  42 107  25   17613
00072423 960104 AFR846  772   79  930  982  3002  36 118  29   17679
00072423 960107 AFR308  774   78  909  981  2888  34 116  21   17736
00072430 951107 QFA086  793   65  933  966  2819  33 107  12    8368
00072430 951113 QFA418  794   64  959  942  2499  34  83  16    8424
00072430 951117 QFA400  790   64  895  953  2899  44  80  20    8490
00072430 951122 QFA979  789   64  926  950  2429  35 117  20    8543
00072430 951126 QFA466  790   64  900  965  2739  24  78  13    8604
00072430 951207 QFA916  791   64  925  983  2303  41 110  29    8667
00072430 951215 QFA727  788   64  945  979  2539  38  95  17    8720
00072430 951218 QFA897  795   64  887  981  2710  39 101  30    8785
99999999 960115 XXX001  0812  0035  0910  0955  2600  32  95  14   14500
